01/10/2022,"Reference: AT220110005000010133536"," 20.10","AMAZON.CA*A42WM48K3 AMAZON.CA","",
01/10/2022,"Reference: AT220110005000010134028"," 19.53","AMZN MKTP CA*1P7MP8NU3 WWW.AMAZON.CA","",
01/10/2022,"Reference: AT220160006000010172294"," 14.91","MOUHSSINE NAJAH MOUHSSI Quebec","",
01/10/2022,"Reference: AT220110005000010150971"," 174.75","SAIL/12424 LONGUEUIL","",
01/11/2022,"Reference: AT220120006000010125881"," 6.35","SKIPTHEDISHES WINNIPEG","",
01/12/2022,"Reference: AT220130006000010165752"," -174.75","SAIL PLEIN AIR QUEBEC","",
01/14/2022,"Reference: AT220170005000010128939"," 14.19","AMZN MKTP CA*T19QO71G3 WWW.AMAZON.CA","",
01/14/2022,"Reference: AT220150005000010145713"," 59.16","SKIPTHEDISHES WINNIPEG","",
01/15/2022,"Reference: AT220150005000010138112"," 88.53","AMZN MKTP CA*M15I06PP3 WWW.AMAZON.CA","",
01/15/2022,"Reference: AT220170005000010139266"," 14.36","PHARMAPRIX #1847 QUEBEC","",
01/17/2022,"Reference: AT220170005000010157216"," 16.64","NETFLIX.COM 866-716-0414","",
01/17/2022,"Reference: AT220170005000010156499"," 10.87","UBER TRIP TORONTO","",
01/20/2022,"Reference: AT220220005000010140905"," 51.71","AMZN MKTP CA*E68EH90W3 WWW.AMAZON.CA","",
01/20/2022,"Reference: AT220200003000010001276"," -1000.00","PAYMENT RECEIVED - THANK YOU","",
01/20/2022,"Reference: AT220220005000010167767"," 3.78","PHARMAPRIX #1847 QUEBEC","",
01/28/2022,"Reference: AT220310005000010163330"," 256.36","#553 SPORTS EXPERTS 008 QUEBEC","",
01/28/2022,"Reference: AT220280005000010176927"," 684.66","AIRBNB * HMBKAEQXRW LONDON","",
01/28/2022,"Reference: AT220280005000010137725"," 35.63","AMZN MKTP CA*8D7QP0CA3 WWW.AMAZON.CA","",
01/28/2022,"Reference: AT220280007000010009821"," -578.82","PAYMENT RECEIVED - THANK YOU","",
01/30/2022,"Reference: AT220300006000010174313"," 27.73","AMZN MKTP CA*RR3QW3ZE3 WWW.AMAZON.CA","",
01/31/2022,"Reference: 10000000010130999983200"," -1578.82","PAYMENT RECEIVED - THANK YOU","",
02/01/2022,"Reference: AT220320005000010136675"," -35.63","AMZ*ZMUIPNG WWW.AMAZON.CA","",
02/01/2022,"Reference: AT220320005000010177968"," 31.26","AMZN MKTP CA*A13JC2BS3 WWW.AMAZON.CA","",
02/01/2022,"Reference: AT220320005000010187605"," 11.91","UBER TRIP TORONTO","",
02/01/2022,"Reference: AT220320005000010184693"," 25.00","UBISOFT QUEBEC Quebec","",
02/03/2022,"Reference: AT220340005000010184385"," -19.53","AMZ*ENJOY OUTDOOR WWW.AMAZON.CA","",
02/03/2022,"Reference: AT220350006000010151142"," 3.45","DOLLARAMA # 192 QUEBEC","",
02/05/2022,"Reference: AT220360006000010157043"," -312.74","DECKERS*UGG 888-432-8530","",
02/06/2022,"Reference: AT220390006000010161632"," 123.40","BISTRO-BAR L'ATELIER B2 QUEBEC","",
02/06/2022,"Reference: AT220380006000010165506"," 12.70","TAXIS COOP CM QUEBEC","",
02/06/2022,"Reference: AT220380006000010165507"," 15.75","TAXIS COOP CM QUEBEC","",
02/08/2022,"Reference: AT220400006000010132580"," 13.31","MICROSOFT*STORE MSBILL.INFO","",
02/08/2022,"Reference: AT220410006000010147736"," 8.04","PHARMAPRIX #1847 QUEBEC","",
02/10/2022,"Reference: 10000000010110999905270"," 12.99","MEMBERSHIP FEE INSTALLMENT","",
01/23/2022,"Reference: AT220230006000010184934"," 14.60","WAL-MART 3077 REGINA","",
01/27/2022,"Reference: AT220280005000010132823"," 2.59","WAL-MART 3176 YORKTON","",
01/29/2022,"Reference: AT220300006000010168684"," 17.39","POPEYES 13040 REGINA","",
01/29/2022,"Reference: AT220300006000010145034"," 28.42","REGINA CABS DISCOUNT GA REGINA","",
01/29/2022,"Reference: AT220290006000010165109"," 107.50","WAL-MART 3077 REGINA","",
01/29/2022,"Reference: AT220290006000010165110"," 16.63","WAL-MART 3077 REGINA","",
02/01/2022,"Reference: AT220330006000010143826"," 5.02","WAL-MART 3176 YORKTON","",
02/05/2022,"Reference: AT220370006000010137873"," 161.07","WAL-MART 3077 REGINA","",
02/06/2022,"Reference: AT220380006000010161639"," 5.40","DOLLARAMA #0935 REGINA","",
12/27/2021,"Reference: AT213610006000010153192"," 89.00","BEST BUY #955 BBY STORE REGINA","",
12/27/2021,"Reference: AT213630006000010190446"," 312.74","DECKERS*UGG 888-432-8530","",
12/28/2021,"Reference: AT213620005000010145583"," 753.45","AIRBNB * HMBKAEQXRW LONDON","",
12/28/2021,"Reference: AT213640006000010198793"," 48.43","AIRCANADA WINNIPEG","ROUTING: FROM: QUEBEC TO: TORONTO LESTER B PCARRIER: AC CLASS: K TO: FICT POINT MINUS 7CARRIER: AC CLASS: X TO: FICT POINT MINUS 7CARRIER: AC CLASS: X TO: FICT POINT MINUS 7CARRIER: AC CLASS: X TICKET NUMBER: 0142143692103 PASSENGER NAME: KHAN/DANYAL",
12/28/2021,"Reference: AT213650006000010177341"," 19.97","AMZN MKTP CA*H46TC6EB3 WWW.AMAZON.CA","",
12/30/2021,"Reference: AT213650006000010181547"," 23.99","DOORDASH*POPEYES LOUIS DOWNTOWN TORONT","",
12/30/2021,"Reference: AT213650006000010184901"," 10.45","UBER TRIP TORONTO","",
12/31/2021,"Reference: AT213650006000010184964"," 9.99","UBER TRIP TORONTO","",
12/31/2021,"Reference: AT213650006000010191636"," 13.13","UBER TRIP TORONTO","",
01/01/2022,"Reference: AT220030006000010135508"," 1.56","TIM HORTONS #3721 REGINA","",
01/02/2022,"Reference: AT220030006000010149651"," 8.61","GRASSLANDS GOOD EARTH C REGINA","",
01/04/2022,"Reference: AT220050006000010160629"," 80.47","AMAZON.CA*7F9RD1R43 AMAZON.CA","",
01/04/2022,"Reference: AT220070006000010143017"," 7.75","COOP TAXI LINES LTD 00- REGINA","",
01/04/2022,"Reference: AT220050006000010168537"," 35.04","PRAIRIE DONAIR PRAIRIE Regina","",
01/04/2022,"Reference: AT220050006000010163126"," 2.85","SHOPPERS DRUG MART #04 REGINA","",
01/04/2022,"Reference: AT220040006000010172315"," 11.31","UBER TRIP TORONTO","",
01/05/2022,"Reference: AT220070006000010143018"," 11.75","COOP TAXI LINES LTD 00- REGINA","",
01/05/2022,"Reference: AT220070006000010143019"," 12.50","COOP TAXI LINES LTD 00- REGINA","",
01/06/2022,"Reference: AT220080005000010165267"," 31.50","AIRCANADA WINNIPEG","ROUTING: FROM: REGINA TO: TORONTO LESTER B PCARRIER: AC CLASS: X TO: MONTREAL DORVAL INCARRIER: AC CLASS: X TO: QUEBEC CARRIER: AC CLASS: X TO: FICT POINT MINUS 7CARRIER: AC CLASS: X TICKET NUMBER: 0144217083842 PASSENGER NAME: KHAN/DANYAL",
01/06/2022,"Reference: AT220080005000010165268"," 52.50","AIRCANADA WINNIPEG","ROUTING: FROM: REGINA TO: TORONTO LESTER B PCARRIER: AC CLASS: X TO: MONTREAL DORVAL INCARRIER: AC CLASS: X TO: QUEBEC CARRIER: AC CLASS: X TO: FICT POINT MINUS 7CARRIER: AC CLASS: X TICKET NUMBER: 0144217083843 PASSENGER NAME: KHAN/DANYAL",
01/07/2022,"Reference: AT220080005000010165811"," 15.75","COOP TAXI LINES LTD 00- REGINA","",
01/07/2022,"Reference: AT220080005000010173961"," 13.09","THAI EXPRESS T1 D42 Y MISSISSAUGA","",
01/10/2022,"Reference: 10000000010110999905260"," 12.99","MEMBERSHIP FEE INSTALLMENT","",
